ace_diff,df_diff,bpFaced_diff,SvGms_diff,1stServe%_diff,1stServePWon%_diff,2ndServePWon%_diff,BreakPWon%_diff,rank_diff,rank_points_diff,age_diff,outcome
2.0,-6.0,-12.0,,-0.027450980392156876,0.3666666666666667,0.1394736842105263,0.3571428571428571,-168.0,594.0,-6.1355236138999985,yes
-2.0,-1.0,-6.0,,0.06433344659644358,0.16987788331071918,-0.06776556776556775,-0.18681318681318687,-88.0,950.0,9.073237508599998,yes
2.0,-2.0,-2.0,,0.11538461538461542,0.275,0.1333333333333333,0.6,-21.0,249.0,0.18343600269999882,yes
-2.0,-6.0,-9.0,,0.16666666666666663,0.27125506072874495,0.40485829959514175,0.5454545454545455,-55.0,478.0,-3.0773442848000023,yes
1.0,0.0,2.0,,-0.003119429590017875,0.21036585365853655,-0.08974358974358976,0.34343434343434337,-79.0,2313.0,4.0930869267,yes
-3.0,-1.0,3.0,,0.021681649920676893,0.04404761904761911,0.16666666666666669,0.41428571428571426,44.0,-2097.0,-0.37508555789999676,yes
-2.0,-4.0,-9.0,,0.008297258297258248,0.2220353238015138,0.4575757575757576,0.4,,,-0.429842573600002,yes
5.0,-3.0,-6.0,,-0.0006142506142506887,0.29714285714285704,0.4243421052631579,0.8333333333333334,-29.0,1282.0,8.030116358699999,yes
2.0,5.0,4.0,,0.037878787878787956,-0.05580693815987936,0.03194103194103204,0.380952380952381,-10.0,58.0,10.872005475700004,yes
3.0,2.0,-4.0,,-0.2678571428571429,0.20128307939053736,0.13262599469496023,0.15555555555555556,66.0,-3599.0,-1.5140314852999985,yes
3.0,-5.0,-11.0,,0.25555555555555554,0.20588235294117652,0.29020979020979026,0.41666666666666663,-237.0,5715.0,15.832991102000001,yes
4.0,1.0,-7.0,,-0.1703794369645043,0.08079169370538608,0.01785714285714285,-0.11538461538461536,107.0,-433.0,-26.4476386037,yes
8.0,2.0,-2.0,,0.0740905057675244,0.1808695652173914,0.2252747252747253,0.5714285714285714,52.0,-265.0,11.104722792699999,yes
-3.0,1.0,-1.0,,-0.018506278916060825,0.09185185185185185,0.02857142857142858,0.2142857142857143,-64.0,1054.0,2.907597536000001,yes
-4.0,-4.0,2.0,,0.0835769734852303,-0.09681159420289853,-0.014024390243902396,0.059523809523809534,-15.0,734.0,-7.972621492100011,yes
-1.0,-1.0,-3.0,,0.018181818181818188,0.10050505050505043,0.11818181818181814,0.2714285714285714,-11.0,137.0,-0.40246406570000204,yes
5.0,-4.0,-1.0,,0.08658568105453601,0.10297482837528604,0.16190476190476188,0.5,-96.0,2308.0,-7.540041067800001,yes
4.0,-1.0,4.0,,0.11348069738480693,-0.1120107962213226,0.06641366223908918,0.2077922077922078,-320.0,3929.0,-0.731006160099998,yes
0.0,-3.0,-4.0,,0.00013910140492423562,0.21985233798195236,-0.08612440191387555,-0.06666666666666671,86.0,-407.0,5.9520876112,yes
3.0,-4.0,8.0,,0.09749909387459221,0.1455641688199828,-0.11538461538461536,0.43809523809523815,-29.0,259.0,2.231348391499999,yes
2.0,-1.0,-8.0,,0.02564102564102566,0.42874999999999996,0.0714285714285714,0.5,25.0,-635.0,-3.920602327200001,yes
1.0,-5.0,-14.0,,-0.18043785310734467,0.43034055727554177,0.1227586206896552,0.019607843137254832,-31.0,768.0,8.183436002799997,yes
8.0,1.0,3.0,,-0.07393939393939397,0.16176470588235292,0.1875,0.675,-68.0,496.0,-3.6468172484999997,yes
0.0,2.0,0.0,,-0.06634615384615383,0.11280148423005565,-0.09999999999999998,0.16666666666666663,-12.0,140.0,-1.4674880218999995,yes
1.0,-2.0,-4.0,,-0.11793814432989691,0.1015325670498084,0.12820512820512814,-0.02083333333333337,82.0,-4103.0,-3.3702943190000028,yes
5.0,3.0,0.0,,0.07996406109613652,0.17329545454545459,0.27380952380952384,0.5,-81.0,3506.0,6.162902121800002,yes
2.0,-5.0,3.0,,-0.008444619010212095,-0.00455927051671734,0.11172413793103447,0.55,-45.0,339.0,2.3600273785000034,yes
-2.0,1.0,-6.0,,0.11430030643513789,0.011198945981554687,0.04453870625662776,-0.09999999999999998,31.0,-417.0,-5.973990417499998,yes
3.0,-3.0,-5.0,,-0.01666666666666672,0.18902439024390238,0.1286549707602339,0.29166666666666663,-5.0,179.0,-1.0704996577999992,yes
1.0,4.0,8.0,,0.021739130434782705,0.00712250712250706,0.014035087719298234,0.4523809523809524,31.0,-1049.0,2.0862422997999985,yes
-1.0,1.0,0.0,,0.1692307692307693,0.09290540540540537,-0.004201680672268893,0.5,-21.0,44.0,2.5598904860000005,yes
2.0,2.0,0.0,,0.011924245966799196,0.08596491228070169,-0.1470588235294118,0.0,-46.0,456.0,3.0253251197000033,yes
2.0,-1.0,-7.0,,-0.16167247386759587,0.39555555555555555,0.4375,0.5555555555555556,-108.0,2784.0,-0.6105407255000017,yes
-1.0,-1.0,-3.0,,0.10218702865761686,0.18466898954703836,0.0511363636363637,0.3,-55.0,1933.0,0.4955509925000001,yes
1.0,-4.0,-2.0,,0.014444661331251218,0.03627450980392155,0.163558106169297,-0.010101010101010055,-50.0,300.0,5.686516084900003,yes
4.0,-7.0,-11.0,,0.17415975556525531,0.07894736842105254,0.18658536585365854,-0.75,-9.0,115.0,3.1786447638000013,yes
-5.0,4.0,-1.0,,0.014619883040935755,0.13235294117647056,0.021739130434782594,0.261904761904762,-18.0,606.0,-8.867898699499996,yes
3.0,10.0,-5.0,,-0.1212428662016487,0.1185897435897435,0.10226492793411124,0.04761904761904767,-120.0,390.0,2.6146475016999986,yes
2.0,-4.0,-7.0,,0.040505675954592424,0.07619047619047625,0.1222570532915361,-0.16666666666666669,-15.0,252.0,5.253935660499998,yes
1.0,1.0,-2.0,,-0.04365079365079361,0.14078947368421046,0.04901960784313725,0.16666666666666663,-38.0,4819.0,-2.0725530459000012,yes
9.0,-5.0,-3.0,,0.0631436314363143,0.13297872340425532,0.06908344733242128,0.2613636363636363,-107.0,4870.0,5.839835728999997,yes
9.0,3.0,-7.0,,0.07692307692307698,0.2621212121212121,-0.15238095238095245,0.13333333333333341,-95.0,355.0,0.7775496235999952,yes
-1.0,-2.0,-2.0,,-0.06262626262626259,0.09607843137254907,0.1904761904761904,0.29166666666666663,-100.0,325.0,9.234770705000003,yes
-1.0,1.0,-3.0,,-0.1319163292847504,0.1489795918367347,0.08187134502923976,0.08333333333333326,15.0,-642.0,-8.328542094399996,yes
-3.0,-6.0,10.0,,0.06596481876332638,-0.07982559114539656,0.1333333333333333,0.22023809523809523,-6.0,33.0,-1.3442847365000006,yes
4.0,-3.0,-6.0,,0.029354207436399382,0.05999999999999994,0.11521739130434788,-0.4444444444444444,-170.0,703.0,-2.732375085600001,yes
-2.0,-12.0,-6.0,,0.1673212882953653,0.12,0.09926470588235292,-0.16666666666666669,-69.0,2309.0,-5.5195071867999985,yes
1.0,-1.0,0.0,,-0.23041666666666666,0.015957446808510634,0.15306122448979592,0.0,-50.0,317.0,-2.6830937713999994,yes
-2.0,2.0,-5.0,,-0.039548022598870025,0.17567567567567566,0.17676767676767668,0.08653846153846156,64.0,-245.0,-1.8179329225999972,yes
4.0,1.0,-8.0,,0.1232718894009216,0.0980392156862745,0.019886363636363702,-0.08333333333333337,27.0,-1017.0,-9.210130047899998,yes
-2.0,-4.0,-1.0,,0.06864197530864213,0.06578947368421051,0.1783333333333333,0.27564102564102566,-35.0,626.0,1.4099931553000005,yes
-1.0,-8.0,-4.0,,0.15087719298245617,-0.059615384615384626,0.15714285714285708,-0.11688311688311687,-30.0,378.0,0.4435318274999993,yes
-2.0,2.0,5.0,,0.0279166666666667,0.2104037267080745,-0.06725146198830412,0.7,-89.0,7445.0,-0.9527720738999967,yes
8.0,-6.0,-6.0,,0.1183333333333334,0.19463869463869465,0.19786096256684488,0.5714285714285714,-103.0,12633.0,7.816563997300005,yes
-2.0,2.0,5.0,,0.03968253968253965,-0.00842146494320406,0.04723346828609981,0.23015873015873012,-37.0,626.0,8.9117043121,yes
3.0,1.0,-12.0,,0.01089776855215363,0.2777777777777778,0.38823529411764707,0.3846153846153846,-40.0,1639.0,3.4551676934,yes
2.0,-1.0,-4.0,,-0.20833333333333337,0.2214452214452215,0.31818181818181823,0.19047619047619047,-40.0,1924.0,6.280629705700001,yes
-3.0,3.0,6.0,,0.1355795148247979,-0.09708193041526386,0.09846153846153843,0.2,20.0,-352.0,11.622176591400002,yes
1.0,-7.0,-18.0,,0.24894869638351552,0.19761904761904758,0.2121212121212121,-0.6842105263157895,101.0,-1933.0,0.9117043120999995,yes
2.0,1.0,-1.0,,-0.24683544303797467,0.1418376449598573,0.1473684210526316,0.16666666666666663,-69.0,963.0,-10.792607802800003,yes
-6.0,5.0,6.0,,-0.02910052910052907,-0.060810810810810856,-0.017156862745098034,0.19780219780219788,-5.0,29.0,-4.933607118400001,yes
2.0,-3.0,-5.0,,0.0593149540517961,0.03310696095076404,0.17230769230769227,-0.2857142857142857,-183.0,5631.0,15.033538672200002,yes
-3.0,-2.0,-7.0,,0.18435374149659867,0.05310049893086255,0.09986257443884566,0.3076923076923077,-120.0,1344.0,-1.7084188911999973,yes
4.0,4.0,-9.0,,-0.18686868686868685,0.2938775510204082,-0.08823529411764708,-0.11538461538461542,-120.0,1615.0,1.9055441478999988,yes
-10.0,0.0,-8.0,,0.13765060240963856,0.08874458874458868,-0.046992481203007475,-0.33333333333333337,49.0,-1960.0,1.9931553730999987,yes
-1.0,-1.0,-11.0,,-0.04308390022675734,0.2025862068965517,0.20217391304347837,-0.1923076923076923,-153.0,3671.0,-0.20807665979999967,yes
1.0,-1.0,-8.0,,0.14956521739130435,0.24403183023872677,0.19251336898395716,0.5,-10.0,153.0,-0.7008898015000007,yes
4.0,-6.0,-6.0,,-0.0002948113207547065,0.19252873563218387,0.16354679802955674,0.33333333333333337,-29.0,740.0,11.5865845312,yes
-1.0,-2.0,2.0,,0.04832451499118162,-0.14184397163120566,0.07918552036199106,0.3714285714285714,-49.0,543.0,3.0280629706000006,yes
8.0,1.0,-5.0,,0.014743589743589802,0.47826086956521746,0.14338235294117646,0.0,-53.0,3268.0,5.029431895999998,yes
-4.0,1.0,1.0,,0.13795518207282909,-0.14949494949494957,0.25217391304347825,0.6,39.0,-618.0,-3.2361396304000003,yes
-1.0,-4.0,5.0,,0.19999999999999996,0.06593406593406603,0.24786324786324787,0.9,100.0,-707.0,-5.618069815199998,yes
-1.0,-1.0,-13.0,,-0.04712393090726141,0.13644688644688652,0.26839826839826836,-0.6,-39.0,2194.0,-5.3524982888,yes
-3.0,-8.0,7.0,,0.1794466403162056,-0.041170634920634885,0.02991452991452992,0.18823529411764706,-61.0,1977.0,-3.7097878166000022,yes
-3.0,1.0,-4.0,,0.2597984322508399,-0.03125,0.48787878787878786,0.46666666666666673,-22.0,666.0,0.8432580425000005,yes
1.0,-3.0,-1.0,,0.02640437618346314,0.12057416267942589,-0.04011627906976739,0.044871794871794934,-74.0,1170.0,1.9356605064999997,yes
-1.0,3.0,-11.0,,0.07011494252873562,0.0035714285714285587,0.0892857142857143,-0.3166666666666667,-41.0,4846.0,0.19164955510000325,yes
1.0,0.0,-6.0,,-0.037735849056603765,0.2594594594594595,0.06944444444444442,0.125,-93.0,4789.0,-0.5338809034999983,yes
5.0,1.0,-1.0,,-0.031189083820662766,0.25,0.12181818181818183,0.3214285714285714,-43.0,512.0,0.9308692677000039,yes
-1.0,0.0,-6.0,,0.20815850815850823,-0.0035714285714285587,0.08349146110056921,-0.08333333333333337,-52.0,2559.0,1.834360027399999,yes
0.0,-3.0,-4.0,,0.16917670682730923,-0.01205997392438074,0.08333333333333337,0.0,-54.0,2204.0,0.1314168377999998,yes
2.0,1.0,-3.0,,-0.08303030303030301,0.1776397515527951,0.0011123470522803047,0.025000000000000022,-122.0,804.0,-3.2662559890999994,yes
8.0,0.0,-1.0,,-0.05631868131868123,0.205026455026455,0.017241379310344862,0.4047619047619048,-32.0,11785.0,1.5715263518000029,yes
3.0,1.0,-5.0,,-0.10741074107410742,0.21586575133485886,-0.13988095238095233,0.19444444444444442,-3.0,335.0,-3.6030116358999997,yes
1.0,-2.0,-7.0,,-0.06406779661016948,0.21597096188747733,0.1428571428571428,-0.16666666666666669,64.0,-541.0,-1.6071184120000055,yes
4.0,1.0,-5.0,,-0.1582469053195048,0.25602836879432633,0.3120300751879699,0.29166666666666663,-37.0,764.0,-0.3805612594000003,yes
3.0,-1.0,6.0,,0.009090909090909038,0.01689976689976691,-0.0631313131313131,0.025000000000000022,-22.0,4195.0,4.939082819999999,yes
1.0,-2.0,-5.0,,-0.13333333333333341,0.048387096774193505,0.1416666666666666,-0.3333333333333333,-42.0,1106.0,-0.7008898014999971,yes
4.0,-2.0,-8.0,,0.004500160720025681,0.23519736842105265,-0.032036613272311165,-0.2615384615384616,-44.0,2960.0,2.4558521561000006,yes
-1.0,-2.0,-11.0,,-0.16043203371970494,0.23913043478260865,0.06896551724137934,-0.09999999999999998,-10.0,460.0,8.372347707100001,yes
1.0,1.0,-2.0,,-0.2404479578392622,0.09628722970216236,-0.05555555555555558,0.06349206349206349,-66.0,3398.0,6.833675564700002,yes
1.0,0.0,-2.0,,-0.09111111111111114,0.20745920745920737,0.20833333333333331,0.5,-141.0,2921.0,2.058863791900002,yes
1.0,1.0,-8.0,,0.041144901610017826,0.34920634920634924,0.39999999999999997,0.5555555555555556,8.0,-919.0,-0.6707734427999981,yes
3.0,1.0,6.0,,-0.028107502799552098,-0.012490241998438734,0.08349146110056921,0.3875,28.0,-2240.0,-3.244353182699996,yes
